date,timestamp,type,repo_id,downloads,likes
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM-GGUF,105,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM-GGUF,104,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM-GGUF,100,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Reasoning-Unsloth-GGUF,95,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat-GGUF,31,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat-GGUF,25,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat-GGUF,21,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat-GGUF,17,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat-GGUF,16,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K-GGUF,15,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K-GGUF,13,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K-GGUF,11,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat-GGUF,8,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100-GGUF,7,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-10K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-20K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-16,2026-04-16 09:42:30,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/alpaca-high-prob-qwen-0.5b-10k,20,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/alpaca-gpt4-en-high-prob-qwen-0.5b-10k,16,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/alpaca-gpt4-short-100tok,13,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/alpaca-cleaned-high-prob-qwen-0.5b-10k,9,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/orca-mini-short-100tok,9,0
2026-04-16,2026-04-16 09:42:30,dataset,ermiaazarkhalili/orca-mini-v1-high-prob-qwen-0.5b-10k,8,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning,882,2
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Reasoning-Unsloth,532,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-Unsloth,491,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM,413,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM,356,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM,354,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM,347,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM,340,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM,339,1
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM,338,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM,332,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM,331,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-Unsloth-GGUF,310,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-GGUF,283,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Reasoning-Unsloth-GGUF,201,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM-GGUF,143,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM-GGUF,134,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA-GGUF,132,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara-GGUF,123,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM-GGUF,121,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM-GGUF,120,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM-GGUF,111,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM-GGUF,107,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM-GGUF,106,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM-GGUF,105,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM-GGUF,104,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat-GGUF,34,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat-GGUF,23,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat-GGUF,20,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat-GGUF,17,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K-GGUF,14,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K-GGUF,13,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat-GGUF,11,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K-GGUF,11,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat-GGUF,7,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100-GGUF,6,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-10K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-20K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-17,2026-04-17 09:42:05,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/alpaca-high-prob-qwen-0.5b-10k,22,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/alpaca-gpt4-en-high-prob-qwen-0.5b-10k,16,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/alpaca-gpt4-short-100tok,13,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/alpaca-cleaned-high-prob-qwen-0.5b-10k,9,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/orca-mini-v1-high-prob-qwen-0.5b-10k,8,0
2026-04-17,2026-04-17 09:42:05,dataset,ermiaazarkhalili/orca-mini-short-100tok,8,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning,891,2
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-Unsloth,556,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Reasoning-Unsloth,537,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM,418,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM,361,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM,358,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM,352,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM,346,1
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM,344,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM,343,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM,337,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM,337,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-Unsloth-GGUF,326,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Reasoning-GGUF,297,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Reasoning-Unsloth-GGUF,213,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM-GGUF,147,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM-GGUF,138,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA-GGUF,136,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara-GGUF,127,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM-GGUF,126,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM-GGUF,124,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM-GGUF,115,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM-GGUF,111,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM-GGUF,110,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM-GGUF,109,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM-GGUF,108,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-2B-Function-Calling-xLAM-Unsloth,61,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3.5-0.8B-Function-Calling-xLAM-Unsloth,57,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat-GGUF,34,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat-GGUF,23,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat-GGUF,20,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K-GGUF,20,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat-GGUF,19,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K-GGUF,18,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K-GGUF,15,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat-GGUF,8,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat-GGUF,7,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100-GGUF,6,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-10K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-20K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-18,2026-04-18 09:27:29,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K-GGUF,0,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/alpaca-high-prob-qwen-0.5b-10k,22,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/alpaca-gpt4-en-high-prob-qwen-0.5b-10k,17,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/alpaca-gpt4-short-100tok,13,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/alpaca-cleaned-high-prob-qwen-0.5b-10k,8,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/orca-mini-v1-high-prob-qwen-0.5b-10k,8,0
2026-04-18,2026-04-18 09:27:29,dataset,ermiaazarkhalili/orca-mini-short-100tok,8,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Opus-Reasoning,1230,2
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Opus-Reasoning-Unsloth,915,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Opus-Reasoning-Unsloth,861,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM,420,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Opus-Reasoning-Unsloth-GGUF,380,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM,363,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM,360,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-0.8B-SFT-Claude-Opus-Reasoning-GGUF,359,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-2B-Function-Calling-xLAM-Unsloth,358,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM,354,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM,349,1
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3.5-0.8B-Function-Calling-xLAM-Unsloth,349,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM,346,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM,345,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM,339,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM,339,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Opus-Reasoning-Unsloth-GGUF,255,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3-8B-Instruct_Function_Calling_xLAM-GGUF,201,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.1-8B-Instruct_Function_Calling_xLAM-GGUF,195,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.2-3B-Instruct_Function_Calling_xLAM-GGUF,184,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA-GGUF,182,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Llama-3.2-1B-Instruct_Function_Calling_xLAM-GGUF,173,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara-GGUF,166,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-14B-Instruct_Function_Calling_xLAM-GGUF,156,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-1.5B-Instruct_Function_Calling_xLAM-GGUF,155,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-7B-Instruct_Function_Calling_xLAM-GGUF,152,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-Instruct_Function_Calling_xLAM-GGUF,149,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-3B-Instruct_Function_Calling_xLAM-GGUF,149,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat-GGUF,66,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat-GGUF,65,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat-GGUF,53,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K-GGUF,53,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K-GGUF,52,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat-GGUF,51,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K-GGUF,50,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat-GGUF,39,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat-GGUF,37,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100-GGUF,36,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2.5-1.2B-SFT-Claude-Opus-Reasoning,34,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Gemma4-E4B-Function-Calling-xLAM-Unsloth,22,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/qwen2.5-7b-instruct-trl-sft-ChartQA,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-7B-SFT-Capybara,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-1.5B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-0.6B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-4B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen3-1.7B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-3B-SFT-UltraChat,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-1.2B-GRPO-NuminaMath-10K,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-700M-GRPO-NuminaMath-10K,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/LFM2-350M-GRPO-NuminaMath-10K,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-0.5B-SFT-OpenHermes-2.5-100,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-10K,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/granite-4.0-micro-GRPO-NuminaMath-20K,0,0
2026-04-19,2026-04-19 09:26:27,model,ermiaazarkhalili/Qwen2.5-3B-GRPO-NuminaMath-100K,0,0
